appid,name,price_twd_original,price_usd_original,lowest_discount_percent,lowest_price_twd,lowest_price_usd,is_free,release_date,coming_soon,developer,publisher,header_image,genres,categories,review_count,review_positive,review_negative,review_score,review_score_desc,positive_ratio,has_reviews,source_appdetails,source_html_fallback,fetched_at,est_sales_low
1097580,CUSTOM ORDER MAID 3D2 It's a Night Magic,568,,,,,False,2019-07-30,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1097580/header.jpg?t=1704419810,,,1543,1280,263,8,Very Positive,0.8296,True,True,False,2026-04-23T03:49:38Z,308600
2899050,Desert Stalker,298,,,,,False,2024-12-13,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2899050/header.jpg?t=1766504818,,,2567,2464,103,9,Overwhelmingly Positive,0.9599,True,True,False,2026-04-23T03:49:38Z,513400
4384260,My Waifu's Stream is Going Viral ‼️😳,268,,,,,False,2026-04-11,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/4384260/3a7995325a7b95418917016df772f3365d5043ef/header.jpg?t=1775921915,,,112,89,23,6,Mostly Positive,0.7946,True,True,False,2026-04-23T03:49:38Z,22400
2639100,Inari,268,,,,,False,2024-09-09,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2639100/header.jpg?t=1727138445,,,2229,2106,123,8,Very Positive,0.9448,True,True,False,2026-04-23T03:49:38Z,445800
3928800,艾蕾娜的侍奉誘惑!!,268,,,,,False,2026-03-13,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3928800/ba2289763e618b600cbf0802c7d59a5dee742105/header_tchinese.jpg?t=1774234893,,,116,108,8,8,Very Positive,0.931,True,True,False,2026-04-23T03:49:38Z,23200
2973120,Dusk City,408,,,,,False,2024-07-25,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2973120/header.jpg?t=1748851565,,,298,267,31,8,Very Positive,0.896,True,True,False,2026-04-23T03:49:38Z,59600
4053340,被妻子戴绿帽,238,,,,,False,2026-04-10,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/4053340/4268788c2f3fd488892df8683a2f984aa997398e/header.jpg?t=1776787258,,,223,159,64,6,Mostly Positive,0.713,True,True,False,2026-04-23T03:49:38Z,44600
4070920,FRESHMAN,238,,,,,False,2026-02-26,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/4070920/db17c325d9fb718744e1efbea23e0ff6b0a55895/header.jpg?t=1775836566,,,348,240,108,5,Mixed,0.6897,True,True,False,2026-04-23T03:49:38Z,69600
2709090,Cycle of Corruption,308,,,,,False,2026-04-16,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2709090/b39922f4500ada52b69de7489a77e3047f6c210e/header.jpg?t=1776348514,,,47,44,3,7,Positive,0.9362,True,True,False,2026-04-23T03:49:38Z,9400
3439830,終末的死鬥場少女,249,,,,,False,2026-02-12,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3439830/header_tchinese.jpg?t=1770950004,,,138,117,21,8,Very Positive,0.8478,True,True,False,2026-04-23T03:49:38Z,27600
2053940,與經紀人戀愛是絕對禁止2,289,,,,,False,2023-03-12,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2053940/header_tchinese.jpg?t=1764132722,,,766,684,82,8,Very Positive,0.893,True,True,False,2026-04-23T03:49:38Z,153200
2857880,極道無頼:橫濱按摩店篇,255,,,,,False,2024-05-28,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2857880/header_tchinese.jpg?t=1717116657,,,741,571,170,6,Mostly Positive,0.7706,True,True,False,2026-04-23T03:49:38Z,148200
3264850,關於我轉生成為變態手的那檔事,229,,,,,False,2026-01-22,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3264850/c7a6e4e8293baac9b9a65417ef6f20b0c1b28b2d/header_tchinese.jpg?t=1775122300,,,382,339,43,8,Very Positive,0.8874,True,True,False,2026-04-23T03:49:38Z,76400
3122920,狐娘的性愛農場,320,,,,,False,2025-12-12,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3122920/header_tchinese.jpg?t=1774605775,,,400,340,60,8,Very Positive,0.85,True,True,False,2026-04-23T03:49:38Z,80000
2875610,赫雷斯的角鬥場 Ⅲ,399,,,,,False,2025-06-23,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2875610/9b5fc599f235e64a9927bb4ca73f2fe591d0506f/header_tchinese.jpg?t=1763059021,,,554,503,51,8,Very Positive,0.9079,True,True,False,2026-04-23T03:49:38Z,110800
4215010,倖存女孩庇護所,188,,,,,False,2026-03-05,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/4215010/103486b51d22951e3e4ffc00f094cca3d445a70d/header_tchinese.jpg?t=1772781199,,,181,123,58,5,Mixed,0.6796,True,True,False,2026-04-23T03:49:38Z,36200
2258940,Mage Kanade's Futanari Dungeon Quest,408,,,,,False,2023-03-13,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2258940/header.jpg?t=1745545253,,,702,625,77,8,Very Positive,0.8903,True,True,False,2026-04-23T03:49:38Z,140400
2127010,Handyman Legend 水電工傳說,168,,,,,False,2023-03-09,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2127010/header.jpg?t=1748937113,,,2082,1872,210,8,Very Positive,0.8991,True,True,False,2026-04-23T03:49:38Z,416400
2789410,Komadori Inn,225,,,,,False,2026-03-29,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2789410/header.jpg?t=1775052062,,,177,152,25,8,Very Positive,0.8588,True,True,False,2026-04-23T03:49:38Z,35400
1631080,HoneySelect2Libido DX,1800,,,,,False,2022-06-02,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1631080/header_tchinese.jpg?t=1666075237,,,1343,1087,256,8,Very Positive,0.8094,True,True,False,2026-04-23T03:49:38Z,268600
2458530,魔女的夜宴,458,,,,,False,2023-07-21,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2458530/header.jpg?t=1690430359,,,11026,10866,160,9,Overwhelmingly Positive,0.9855,True,True,False,2026-04-23T03:49:38Z,2205200
3628760,性愛節拍,188,,,,,False,2026-03-06,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3628760/d268703877a3366a2418d30ddce07d4802becb9c/header.jpg?t=1775718131,,,59,49,10,8,Very Positive,0.8305,True,True,False,2026-04-23T03:49:38Z,11800
3886870,後宮綺夢 Harem Fantasy,220,,,,,False,2026-02-13,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3886870/4fbfd890a23ec940675cdfa2bced28c4db079b4e/header_alt_assets_2.jpg?t=1774945650,,,299,267,32,8,Very Positive,0.893,True,True,False,2026-04-23T03:49:38Z,59800
3225060,甜蜜魅魔之家,319,,,,,False,2025-10-29,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3225060/header_tchinese.jpg?t=1761891735,,,257,240,17,8,Very Positive,0.9339,True,True,False,2026-04-23T03:49:38Z,51400
1897120,幸福的二人房,299,,,,,False,2022-09-28,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1897120/header_tchinese.jpg?t=1767994621,,,2943,2665,278,8,Very Positive,0.9055,True,True,False,2026-04-23T03:49:38Z,588600
2959650,勃起勇者與哈爾法斯的惡魔,302,,,,,False,2025-08-01,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2959650/f6d9a784e273f8e79d4172b7c052bea4f7336d42/header_tchinese.jpg?t=1774235032,,,263,254,9,8,Very Positive,0.9658,True,True,False,2026-04-23T03:49:38Z,52600
2654470,兔兔秘密花園,408,,,,,False,2024-04-18,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2654470/header_tchinese.jpg?t=1776239111,,,1197,1113,84,8,Very Positive,0.9298,True,True,False,2026-04-23T03:49:38Z,239400
2453310,妖狐的戀愛學程,249,,,,,False,2023-12-16,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2453310/header_tchinese.jpg?t=1750385799,,,576,514,62,8,Very Positive,0.8924,True,True,False,2026-04-23T03:49:38Z,115200
2274980,隔壁太太今天也獨自一人 2,249,,,,,False,2023-06-27,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2274980/header_tchinese.jpg?t=1772294730,,,1109,1017,92,8,Very Positive,0.917,True,True,False,2026-04-23T03:49:38Z,221800
3684740,Crown of Lust [18+] 👑,268,,,,,False,2026-04-04,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3684740/65bda46f23ce298e5337dd5b428e98743f8f1f6e/header.jpg?t=1775652980,,,108,93,15,8,Very Positive,0.8611,True,True,False,2026-04-23T03:49:38Z,21600
1264710,Love and Sex: Second Base,328,,,,,False,2023-07-17,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1264710/header.jpg?t=1766128916,,,1319,1213,106,8,Very Positive,0.9196,True,True,False,2026-04-23T03:49:38Z,263800
3586530,【刪減內容】：SexCP-069,230,,,,,False,2025-12-10,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3586530/41c4b62bbcc498b8d33ff727c9d2161f800e31a6/header_tchinese.jpg?t=1765479569,,,191,149,42,6,Mostly Positive,0.7801,True,True,False,2026-04-23T03:49:38Z,38200
2655080,MMA Life Simulator,288,,,,,False,2026-01-29,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2655080/fafa6ec7aff8ed323e17322a8ba9a3871bd97109/header.jpg?t=1774427942,,,329,271,58,8,Very Positive,0.8237,True,True,False,2026-04-23T03:49:38Z,65800
4083770,Nakara,188,,,,,False,2026-03-20,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/4083770/66c9feb1877bfa86f9e70d3a63421af8435833be/header.jpg?t=1774009931,,,201,185,16,8,Very Positive,0.9204,True,True,False,2026-04-23T03:49:38Z,40200
2090810,超能X天使,289,,,,,False,2024-06-21,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2090810/header_tchinese.jpg?t=1726335949,,,623,557,66,8,Very Positive,0.8941,True,True,False,2026-04-23T03:49:38Z,124600
2649970,Steps of Debauchery,268,,,,,False,2024-02-05,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2649970/header.jpg?t=1738922337,,,2438,2265,173,8,Very Positive,0.929,True,True,False,2026-04-23T03:49:38Z,487600
3324580,Planet Lust,268,,,,,False,2026-04-16,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3324580/bce6c4d46cc54d8d174713bce4f4c4ab87f6f0a2/header.jpg?t=1776589883,,,152,124,28,8,Very Positive,0.8158,True,True,False,2026-04-23T03:49:38Z,30400
2143540,異世界猜拳勇者,249,,,,,False,2023-09-21,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2143540/header_tchinese.jpg?t=1725000949,,,551,468,83,8,Very Positive,0.8494,True,True,False,2026-04-23T03:49:38Z,110200
3682050,痴情哥哥與病弱妹妹的鄉間生活,298,,,,,False,2025-06-20,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3682050/3a65ba3ca508d07b416d55a53773ffb130582a1b/header_tchinese.jpg?t=1751094481,,,1922,1823,99,8,Very Positive,0.9485,True,True,False,2026-04-23T03:49:38Z,384400
3207780,戀愛莊園-家教篇,219,,,,,False,2025-09-25,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3207780/2a0d7f91ba22745073a580b907553b15dbbdeeb3/header_tchinese.jpg?t=1776762800,,,183,169,14,8,Very Positive,0.9235,True,True,False,2026-04-23T03:49:38Z,36600
3551620,Kiss of Sin: Rewinding Flame,198,,,,,False,2026-04-20,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3551620/f36d7aa86c012b9a2c4f40902435461a3909f93f/header.jpg?t=1776705721,,,35,27,8,6,Mostly Positive,0.7714,True,True,False,2026-04-23T03:49:38Z,7000
1621540,Spooky Milk Life,260,,,,,False,2025-09-24,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1621540/8931a302fa88d3f31ae60c4837c2bb471ff5da69/header.jpg?t=1766937231,,,1035,813,222,6,Mostly Positive,0.7855,True,True,False,2026-04-23T03:49:38Z,207000
1757490,女拳主義F-ist！,168,,,,,False,2022-12-21,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1757490/header_tchinese.jpg?t=1724074956,,,2798,2424,374,8,Very Positive,0.8663,True,True,False,2026-04-23T03:49:38Z,559600
2952690,Witch of Eclipse,408,,,,,False,2025-06-13,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2952690/8d1e87e04224dbbe7262382df147249655d13ab7/header.jpg?t=1775463594,,,247,221,26,8,Very Positive,0.8947,True,True,False,2026-04-23T03:49:38Z,49400
2579730,My Bimbo Dream：第一季,249,,,,,False,2025-05-23,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2579730/49766ae633f5f0e8a15338a570454ad26c88ee02/header.jpg?t=1773060610,,,567,444,123,6,Mostly Positive,0.7831,True,True,False,2026-04-23T03:49:38Z,113400
1126320,Being a DIK - Season 1,248,,,,,False,2020-02-13,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1126320/header.jpg?t=1723920705,,,11590,11169,421,9,Overwhelmingly Positive,0.9637,True,True,False,2026-04-23T03:49:38Z,2318000
3932350,SUMMER -14 Days Vacation-,408,,,,,False,2025-12-16,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3932350/81cb6cbed0dee11087f3551c6813352eaeddf0cc/header.jpg?t=1766549099,,,139,130,9,8,Very Positive,0.9353,True,True,False,2026-04-23T03:49:38Z,27800
3732490,继母和我做色情片,398,,,,,False,2026-03-27,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3732490/6f38ffe71b8a0f0a82f612f60740d646145e81ee/header_tchinese.jpg?t=1774645810,,,29,24,5,7,Positive,0.8276,True,True,False,2026-04-23T03:49:38Z,5800
3575730,醉醺醺 兔兔秘密花園,328,,,,,False,2025-10-08,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3575730/e7c32fb1ae62c13ad6b119653bf82829110e0843/header_tchinese.jpg?t=1776239460,,,217,176,41,8,Very Positive,0.8111,True,True,False,2026-04-23T03:49:38Z,43400
2270600,九點開張,299,,,,,False,2023-04-12,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2270600/header.jpg?t=1725000702,,,587,485,102,8,Very Positive,0.8262,True,True,False,2026-04-23T03:49:38Z,117400
1566390,Seed of the Dead: Sweet Home,488,,,,,False,2021-08-27,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1566390/header.jpg?t=1757831964,,,3055,2533,522,8,Very Positive,0.8291,True,True,False,2026-04-23T03:49:38Z,611000
2544720,職場幻想,220,,,,,False,2023-11-15,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2544720/1f4896b4da8c80f8b9d54e6fdc2cc2c456bf8ba3/header.jpg?t=1765003744,,,1458,1228,230,8,Very Positive,0.8422,True,True,False,2026-04-23T03:49:38Z,291600
3099640,網球天使EX,188,,,,,False,2025-04-18,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3099640/89c47ea762cd2c0608ae4d35137d892e145fa87a/header_alt_assets_0_tchinese.jpg?t=1775122528,,,1678,1460,218,8,Very Positive,0.8701,True,True,False,2026-04-23T03:49:38Z,335600
1238920,Future Fragments,328,,,,,False,2024-02-22,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1238920/header.jpg?t=1775142034,,,594,471,123,6,Mostly Positive,0.7929,True,True,False,2026-04-23T03:49:38Z,118800
2889660,性愛方程式,585,,,,,False,2024-09-05,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2889660/header.jpg?t=1774243024,,,446,340,106,6,Mostly Positive,0.7623,True,True,False,2026-04-23T03:49:38Z,89200
3593520,Lust Arcanum,343,,,,,False,2026-03-03,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3593520/70198f12f62c4c04e6dbfbd7d79bd6dcf0eed997/header.jpg?t=1774070652,,,143,109,34,6,Mostly Positive,0.7622,True,True,False,2026-04-23T03:49:38Z,28600
1231560,Aurelia,328,,,,,False,2024-12-17,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1231560/header.jpg?t=1775684370,,,2178,2070,108,9,Overwhelmingly Positive,0.9504,True,True,False,2026-04-23T03:49:38Z,435600
2708950,Corruption Town,268,,,,,False,2024-11-01,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2708950/header.jpg?t=1764862391,,,898,806,92,8,Very Positive,0.8976,True,True,False,2026-04-23T03:49:38Z,179600
4039810,Sexorcism: Lust Confession,152,,,,,False,2026-03-27,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/4039810/e1f55b1a4f9082b39a8ae9683a8d38d0bbe56b54/header.jpg?t=1774630836,,,259,191,68,6,Mostly Positive,0.7375,True,True,False,2026-04-23T03:49:38Z,51800
3224840,Sophie: The Girl From The Zone,268,,,,,False,2026-01-09,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3224840/header.jpg?t=1774943748,,,364,319,45,8,Very Positive,0.8764,True,True,False,2026-04-23T03:49:38Z,72800
4249370,ENCOUNTER BARⅡ,66,,,,,False,2026-03-29,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/4249370/b639cf1d83a00bd84e2c92481b18e7cb523fc2b8/header_tchinese.jpg?t=1775072222,,,227,177,50,6,Mostly Positive,0.7797,True,True,False,2026-04-23T03:49:38Z,45400
2069640,Hero's Journey,268,,,,,False,2022-07-14,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2069640/header.jpg?t=1665690837,,,1725,1364,361,6,Mostly Positive,0.7907,True,True,False,2026-04-23T03:49:38Z,345000
2989770,戀愛拉麵海岳亭,220,,,,,False,2025-02-06,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2989770/header_tchinese.jpg?t=1767098209,,,604,549,55,8,Very Positive,0.9089,True,True,False,2026-04-23T03:49:38Z,120800
1034140,Subverse,990,,,,,False,2024-11-15,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1034140/header.jpg?t=1766161487,,,15888,10654,5234,5,Mixed,0.6706,True,True,False,2026-04-23T03:49:38Z,3177600
2334130,雪山別墅與三個妹子的做愛假期,238,,,,,False,2024-01-15,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2334130/header_tchinese.jpg?t=1770617946,,,316,245,71,6,Mostly Positive,0.7753,True,True,False,2026-04-23T03:49:38Z,63200
2178330,絕望與榮光的戰場DX,199,,,,,False,2023-03-15,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2178330/header_tchinese.jpg?t=1761274124,,,1445,1290,155,8,Very Positive,0.8927,True,True,False,2026-04-23T03:49:38Z,289000
611790,House Party,549,,,,,False,2022-07-15,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/611790/8596a877ba1c17b31ac02460c1ae995693ba3147/header_alt_assets_0.jpg?t=1771516030,,,15320,13172,2148,8,Very Positive,0.8598,True,True,False,2026-04-23T03:49:38Z,3064000
2867460,NTR辦公室,239,,,,,False,2025-05-16,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2867460/header_tchinese.jpg?t=1752826300,,,530,463,67,8,Very Positive,0.8736,True,True,False,2026-04-23T03:49:38Z,106000
1380070,Slaves of Rome,408,,,,,False,2024-02-12,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1380070/header.jpg?t=1772580803,,,1849,1337,512,6,Mostly Positive,0.7231,True,True,False,2026-04-23T03:49:38Z,369800
1943730,Wicked Island,566,,,,,False,2025-08-21,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1943730/b2a1dbcf11a34b1f8e04fe1737db0ca06eecd11c/header.jpg?t=1773223163,,,913,710,203,6,Mostly Positive,0.7777,True,True,False,2026-04-23T03:49:38Z,182600
2672430,伊甸守護者-密林之擁,299,,,,,False,2024-03-07,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2672430/header_tchinese.jpg?t=1750319407,,,663,610,53,8,Very Positive,0.9201,True,True,False,2026-04-23T03:49:38Z,132600
2822030,亂鬥少女,268,,,,,False,2024-06-25,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2822030/header_tchinese.jpg?t=1725000902,,,476,394,82,8,Very Positive,0.8277,True,True,False,2026-04-23T03:49:38Z,95200
2430700,純情 X 股間 X GYM,278,,,,,False,2024-03-29,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2430700/header_tchinese.jpg?t=1727316471,,,165,126,39,6,Mostly Positive,0.7636,True,True,False,2026-04-23T03:49:38Z,33000
2059310,我與魅魔上司的同居生活,199,,,,,False,2023-05-17,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2059310/header.jpg?t=1761333731,,,731,653,78,8,Very Positive,0.8933,True,True,False,2026-04-23T03:49:38Z,146200
3011560,City Lights Love Bites Season 0 [Pilot Season],44,,,,,False,2025-11-26,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3011560/header.jpg?t=1765000293,,,2437,2303,134,8,Very Positive,0.945,True,True,False,2026-04-23T03:49:38Z,487400
1517850,Quickie: A Love Hotel Story,328,,,,,False,2025-06-06,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1517850/d3111d062f47743e1237f103903c3e9b6b25defa/header.jpg?t=1760590837,,,2094,2005,89,9,Overwhelmingly Positive,0.9575,True,True,False,2026-04-23T03:49:38Z,418800
3437200,LUNA,289,,,,,False,2025-09-24,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3437200/header.jpg?t=1764635726,,,459,379,80,8,Very Positive,0.8257,True,True,False,2026-04-23T03:49:38Z,91800
4158970,Can I get an Iced Coffee with Breastmilk!?,268,,,,,False,2026-02-11,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/4158970/036e6ce912a297fc12f1b7e64062f489ddc1c58b/header.jpg?t=1771932506,,,171,150,21,8,Very Positive,0.8772,True,True,False,2026-04-23T03:49:38Z,34200
1495320,Carnal Instinct,488,,,,,False,2021-03-01,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1495320/56775186cfbc7079407aabdc2b73da57a332b4a6/header.jpg?t=1766440600,,,5314,4359,955,8,Very Positive,0.8203,True,True,False,2026-04-23T03:49:38Z,1062800
2138450,治癒使與受詛咒的地下城,249,,,,,False,2023-04-21,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2138450/header_tchinese.jpg?t=1733469147,,,1057,887,170,8,Very Positive,0.8392,True,True,False,2026-04-23T03:49:38Z,211400
3465660,"Baddies, Inc.",248,,,,,False,2026-04-02,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3465660/6cf7effd79550a909cfe1a2d369025a750bf31bb/header.jpg?t=1775163118,,,76,55,21,6,Mostly Positive,0.7237,True,True,False,2026-04-23T03:49:38Z,15200
1997440,性轉契約與痴漢少女,326,,,,,False,2025-08-19,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1997440/3fd969f4eb1a93537eab88a4e0609c5431c3a35f/header_tchinese.jpg?t=1774490144,,,340,299,41,8,Very Positive,0.8794,True,True,False,2026-04-23T03:49:38Z,68000
3923600,攝影代行,278,,,,,False,2026-02-20,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3923600/02c538405d50ac232dc7832929c3b9a5257cddce/header_tchinese.jpg?t=1771642819,,,38,32,6,7,Positive,0.8421,True,True,False,2026-04-23T03:49:38Z,7600
2997120,好色管家俏姐妹,152,,,,,False,2025-07-15,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2997120/297085670704e050adb4db1d7e793e7f8ce73e66/header_tchinese.jpg?t=1770695618,,,172,140,32,8,Very Positive,0.814,True,True,False,2026-04-23T03:49:38Z,34400
3012420,抓到冒險者醬了！～Live2D觸手模擬器～,168,,,,,False,2024-06-27,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3012420/header_tchinese.jpg?t=1749720040,,,825,798,27,9,Overwhelmingly Positive,0.9673,True,True,False,2026-04-23T03:49:38Z,165000
1777390,AI諾娃-機娘育成方程式2,289,,,,,False,2023-03-10,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1777390/header_tchinese.jpg?t=1730718129,,,710,639,71,8,Very Positive,0.9,True,True,False,2026-04-23T03:49:38Z,142000
1745310,與經紀人戀愛是絕對禁止！,208,,,,,False,2022-03-23,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1745310/header_tchinese.jpg?t=1764132768,,,956,804,152,8,Very Positive,0.841,True,True,False,2026-04-23T03:49:38Z,191200
2241000,Barely Working,268,,,,,False,2026-02-19,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2241000/header.jpg?t=1771548064,,,77,70,7,8,Very Positive,0.9091,True,True,False,2026-04-23T03:49:38Z,15400
1748620,FlipWitch - Forbidden Sex Hex,268,,,,,False,2023-11-17,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1748620/header.jpg?t=1775684409,,,5780,5470,310,8,Very Positive,0.9464,True,True,False,2026-04-23T03:49:38Z,1156000
3295720,逃家少女〜蜜梨與巧克力〜,285,,,,,False,2026-04-02,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3295720/702d096bfd718bf474e66f2c8e80c01469b39796/header_tchinese.jpg?t=1776793485,,,74,71,3,8,Very Positive,0.9595,True,True,False,2026-04-23T03:49:38Z,14800
1526900,Sapphire Safari,238,,,,,False,2025-03-21,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1526900/header.jpg?t=1775571253,,,1577,1467,110,8,Very Positive,0.9302,True,True,False,2026-04-23T03:49:38Z,315400
2854740,Nunholy,152,,,,,False,2025-01-16,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2854740/header.jpg?t=1742485802,,,5073,4519,554,8,Very Positive,0.8908,True,True,False,2026-04-23T03:49:38Z,1014600
2534120,Self Defense Dojo,198,,,,,False,2024-04-11,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2534120/header_tchinese.jpg?t=1714999370,,,658,541,117,8,Very Positive,0.8222,True,True,False,2026-04-23T03:49:38Z,131600
3203440,Tales of the Moon,188,,,,,False,2026-02-09,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3203440/header.jpg?t=1776105443,,,374,346,28,8,Very Positive,0.9251,True,True,False,2026-04-23T03:49:38Z,74800
2419800,Harem in Another World,308,,,,,False,2026-01-29,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2419800/0553566bd774d9f71293c3174699e8fd3905fd5f/header.jpg?t=1773968069,,,333,315,18,8,Very Positive,0.9459,True,True,False,2026-04-23T03:49:38Z,66600
3063520,LISC - Season 1,278,,,,,False,2025-05-16,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3063520/header.jpg?t=1759770620,,,797,667,130,8,Very Positive,0.8369,True,True,False,2026-04-23T03:49:38Z,159400
1260820,Third Crisis,408,,,,,False,2024-05-19,False,,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1260820/header.jpg?t=1775119657,,,1760,1613,147,8,Very Positive,0.9165,True,True,False,2026-04-23T03:49:38Z,352000
